SIF_STR;NAZIV;NASLOV;KRAJ;POSTA;SKUP1;X;Y
7412;EKOPRIHRANEK, d.o.o.;SOCKA 62A;3203 NOVA CERKEV;3203;3203 SOCKA 62A;15.27173693;46.34456343
7413;ZEM-HIMOING, d.o.o.;äNOFLOVA ULICA 1;2000 MARIBOR;2000;2000 äNOFLOVA ULICA 1;15.67736890;46.52836587
7414;M.O.K. KUZMI», d.o.o.;MIKLAVäKA CESTA 82;2311 HO»E;2311;2311 MIKLAVäKA CESTA 82;15.65485046;46.50188443
7415;AGROCOM, d.o.o.;LJUBLJANSKA CESTA 99;2310 SLOVENSKA BISTRICA;2310;2310 LJUBLJANSKA CESTA 99;15.56163736;46.38041764
7416;KMETIJSKA ZADRUGA RADGONA, z.o.o.,;SPODNJA ä»AVNICA 73;9250 GORNJA RADGONA;9250;9250 SPODNJA ä»AVNICA 73;15.92481393;46.64893189
7417;INO d.o.o. - Lenart;CESTA V TRNOVLJE 7;3000 CELJE;3000;3000 CESTA V TRNOVLJE 7;15.28080177;46.24553543
7418;1 A FRONTE, d.o.o.;KOLODVORSKA ULICA 33;2310 SLOVENSKA BISTRICA;2310;2310 KOLODVORSKA ULICA 33;15.58015628;46.38960992
7419;IMENäEK, d.o.o.;ULICA ZOFKE KUKOVI» 32;2204 MIKLAVé NA DRAVSKEM PO;2204;2204 ULICA ZOFKE KUKOVI» 32;15.71431702;46.49705599
7421;AGROCOM, d.o.o. - kovine;LJUBLJANSKA CESTA 99;2310 SLOVENSKA BISTRICA;2310;2310 LJUBLJANSKA CESTA 99;15.56163736;46.38041764
7422;KOMUNALA ORMOé, d.o.o.;HARDEK 21C;2270 ORMOé;2270;2270 HARDEK 21C;16.15785248;46.41355060
7423;KOMUNALA ORMOé, d.o.o. - kovine;HARDEK 21C;2270 ORMOé;2270;2270 HARDEK 21C;16.15785248;46.41355060
7425;JERUZALEM ORMOé SAT, d.d. - slopak;HARDEK 44C;2270 ORMOé;2270;2270 HARDEK 44C;16.15857015;46.41181586
7426;DVOJEZI»NA Oä I  LENDAVA;KRANJ»EVA ULICA 44;9220 LENDAVA;9220;9220 KRANJ»EVA ULICA 44;16.45994749;46.55623543
7427;Oä J HUDALESA JUROVSKI DOL;JUROVSKI DOL 13;2222 JAKOBSKI DOL;2222;2222 JUROVSKI DOL 13;15.78356500;46.60854079
7428;PLANTANA TRADE d.d;HLAPONCI 50;2257 POLENäAK;2257;2257 HLAPONCI 50;15.98368276;46.46672909
7429;WELMA d.o.o.;äENTILJSKA CESTA 46;2000 MARIBOR;2000;2000 äENTILJSKA CESTA 46;15.65815225;46.57334587
7430;WELMA d.o.o. - kovine;äENTILJSKA CESTA 46;2000 MARIBOR;2000;2000 äENTILJSKA CESTA 46;15.65815225;46.57334587
7431;MP FERUM, d.o.o.;PUHOVA ULICA 25;2250 PTUJ;2250;2250 PUHOVA ULICA 25;15.89023295;46.42448134
7432;ELTI, d.o.o.;PANONSKA ULICA 23;9250 GORNJA RADGONA;9250;9250 PANONSKA ULICA 23;15.99038370;46.67960962
7433;PREVOZ ZA LASTNE POTREBE - kovine -;INDUSTRIJSKA ULICA 2;2230 LENART V SLOVENSKIH GOR;2230;2230 INDUSTRIJSKA ULICA 2;15.84044615;46.58171234
7434;TENOVIS, d.o.o.;äPELINA ULICA 1;2000 MARIBOR;2000;2000 äPELINA ULICA 1;15.66163287;46.53139124
7435;MERCATOR SKLADIä»E TEHNIKE;NOVO CELJE 11;3301 PETROV»E;3301;3301 NOVO CELJE 11;15.17515125;46.24608074
7436;DAVIDOV HRAM, d.o.o. - pe Gornja Ra;TRATE 2;9250 GORNJA RADGONA;9250;9250 TRATE 2;15.99406870;46.68025235
7437;DRUéINSKO PODJETJE KOSI», d.o.o.;RUPER»E 13;2231 PERNICA;2231;2231 RUPER»E 13;15.75012365;46.57114075
7438;DRUéINSKO PODJETJE KOSI», d.o.o.;RUPER»E 13;2231 PERNICA;2231;2231 RUPER»E 13;15.75012365;46.57114075
7439;BORUT VELI»KOVI», s.p.;KRAIGHERJEVA ULICA 15;2250 PTUJ;2250;2250 KRAIGHERJEVA ULICA 15;15.87354779;46.42739041
7440;BORUT VELI»KOVI», s.p. - kovine;KRAIGHERJEVA ULICA 15;2250 PTUJ;2250;2250 KRAIGHERJEVA ULICA 15;15.87354779;46.42739041
7441;ZUPAN, d.o.o.;CELESTRINA 3;2229 MALE»NIK;2229;2229 CELESTRINA 3;15.70745092;46.55310470
7442;ZUPAN, d.o.o. - kovine;CELESTRINA 3;2229 MALE»NIK;2229;2229 CELESTRINA 3;15.70745092;46.55310470
7444;OTROCI Oä CERKVENJAK - VITOMARCI;CERKVENJAK 34;2236 CERKVENJAK;2236;2236 CERKVENJAK 34;15.94623091;46.56464496
7445;ECU, d.o.o. - kovine;SPODNJE DOBRENJE 39E;2211 PESNICA PRI MARIBORU;2211;2211 SPODNJE DOBRENJE 39E;15.66479280;46.61166083
7446;DAVIDOV HRAM, d.o.o. - pe Ptuj;RAJäPOVA ULICA 22;2250 PTUJ;2250;2250 RAJäPOVA ULICA 22;15.88267135;46.42031144
7447;Oä äENTILJ;MLADINSKA ULICA 13;2212 äENTILJ V SLOVENSKIH G;2212;2212 MLADINSKA ULICA 13;15.65638393;46.67833041
7448;MATJAé KAVNIK, s.p.;VOSEK 3E;2231 PERNICA;2231;2231 VOSEK 3E;15.72595447;46.58220129
7449;AVTOKLEPARSTVO KOVA»I» SAMO, s.p.;PRESIKA 14;9240 LJUTOMER;9240;9240 PRESIKA 14;16.24000539;46.50201093
7450;AVTOKLEPARSTVO KOVA»I» SAMO, s.p.;PRESIKA 14;9240 LJUTOMER;9240;9240 PRESIKA 14;16.24000539;46.50201093
7451;BORIS SODIN s.p;STRANICE 46;3206 STRANICE;3206;3206 STRANICE 46;15.36076129;46.35719972
7452;BIOTEHNI»NA äOLA MARIBOR - slopak;VRBANSKA CESTA 30;2000 MARIBOR;2000;2000 VRBANSKA CESTA 30;15.63456405;46.56882818
7453;ROBIN, d.o.o.;GRAJSKA CESTA 6;2312 OREHOVA VAS;2312;2312 GRAJSKA CESTA 6;15.64584765;46.47557460
7454;KOMUNALA KRANJ d.o.o. - Lenart - sl;SAVSKA LOKA 33;4000 KRANJ;4000;4000 SAVSKA LOKA 33;14.36950468;46.21988173
7457;ENT, d.o.o. - kovine;RADVANJSKA CESTA 29A;2000 MARIBOR;2000;2000 RADVANJSKA CESTA 29A;15.63530471;46.54629587
7458;MARKET KLASEK, d.o.o. - PE GORNJA R;SPODNJA ä»AVNICA 19A;9250 GORNJA RADGONA;9250;9250 SPODNJA ä»AVNICA 19A;15.92569362;46.65147984
7460;KOMUNALA KRANJ d.o.o. - Lenart - sm;SAVSKA LOKA 33;4000 KRANJ;4000;4000 SAVSKA LOKA 33;14.36950468;46.21988173
7462;ROBIN, d.o.o. - kovine;GRAJSKA CESTA 6;2312 OREHOVA VAS;2312;2312 GRAJSKA CESTA 6;15.64584765;46.47557460
7464;MARKET KLASEK, d.o.o.;ZRKOVSKA CESTA 84;2000 MARIBOR;2000;2000 ZRKOVSKA CESTA 84;15.67411665;46.55515993
7466;EKSTERA d.o.o. - kovine;DOBJA VAS 121;2390 RAVNE NA KOROäKEM;2390;2390 DOBJA VAS 121;14.94489449;46.54388373
7467;INSERA d.o.o. - pe Maribor;RADOVANOVA ULICA 2;2000 MARIBOR;2000;2000 RADOVANOVA ULICA 2;15.61642309;46.56006577
7468;UPRAVITELJ V INSOLVEN»NIH POSTOPKI;CAFOVA ULICA 5;2000 MARIBOR;2000;2000 CAFOVA ULICA 5;15.65516215;46.56125331
7469;KOMUNALA KRANJ d.o.o. - Lenart - bi;SAVSKA LOKA 33;4000 KRANJ;4000;4000 SAVSKA LOKA 33;14.36950468;46.21988173
7470;RIBIäKA DRUéINA MURSKA SOBOTA;BAKOVSKA ULICA 37;9000 MURSKA SOBOTA;9000;9000 BAKOVSKA ULICA 37;16.16553757;46.63913493
7471;TAKKO CELJE;BEéIGRAJSKA CESTA 16;3000 CELJE;3000;3000 BEéIGRAJSKA CESTA 16;15.27721986;46.23989389
7472;TAKKO MARIBOR;TRéAäKA CESTA 7;2000 MARIBOR;2000;2000 TRéAäKA CESTA 7;15.64832632;46.54041059
7473;TAKKO SLOVENSKA BISTRICA;éOLGARJEVA ULICA 14;2310 SLOVENSKA BISTRICA;2310;2310 éOLGARJEVA ULICA 14;15.57303851;46.38537229
7478;PALOMA SLADKI VRH, d.d. - kovine;SLADKI VRH 1;2214 SLADKI VRH;2214;2214 SLADKI VRH 1;15.73503377;46.69747261
7479;ZAVOD ZA ZAPOSLOVANJE - obmoéçna sl;GREGOR»I»EVA ULICA 37;2000 MARIBOR;2000;2000 GREGOR»I»EVA ULICA 37;15.64283290;46.56097259
7480;ZAVOD ZA ZAPOSLOVANJE - obmoéçna sl;OSOJNIKOVA 1;2250 PTUJ;2250;2250 OSOJNIKOVA 1;15.87456403;46.41935720
7481;FRANC FIRBAS  s.p.;RADEHOVA 3;2230 LENART V SLOVENSKIH GOR;2230;2230 RADEHOVA 3;15.84433121;46.56808039
7482;ZAVOD ZA ZAPOSLOVANJE - urad za del;TRG 4. JULIJA 5;2370 DRAVOGRAD;2370;2370 TRG 4. JULIJA 5;15.02365899;46.58937225
7483;MAGDI», d.o.o. - kovine;SOBOäKA CESTA 20;9240 LJUTOMER;9240;9240 SOBOäKA CESTA 20;16.19766324;46.53826210
7485;REPRO STUDIO FRANC LESJAK, d.o.o.;ULICA KIRBIäEVIH 73;2204 MIKLAVé NA DRAVSKEM PO;2204;2204 ULICA KIRBIäEVIH 73;15.70128604;46.50995753
7486;PGD GO»OVA - kovine;GO»OVA 8A;2235 SVETA TROJICA V SLOVENS;2235;2235 GO»OVA 8A;15.86713741;46.54788227
7487;TISKARNA BABI» STOJAN, s.p. - pvc;LOG 38;2345 BISTRICA OB DRAVI;2345;2345 LOG 38;15.54679082;46.54238223
7488;TISKARNA BABI» STOJAN, s.p. - vozi;LOG 38;2345 BISTRICA OB DRAVI;2345;2345 LOG 38;15.54679082;46.54238223
7489;TISKARNA BABI» STOJAN, s.p. - kovi;LOG 38;2345 BISTRICA OB DRAVI;2345;2345 LOG 38;15.54679082;46.54238223
7490;LEGENSTEIN, d.o.o.;KODRI»EVA ULICA 28;2000 MARIBOR;2000;2000 KODRI»EVA ULICA 28;15.68013373;46.52638809
7491;SERVOSTAN, d.o.o.;KRAIGHERJEVA ULICA 26;2230 LENART V SLOVENSKIH GOR;2230;2230 KRAIGHERJEVA ULICA 26;15.83696948;46.57879591
7492;PPS - PTUJSKE PEKARNE IN SLAä»I»;ROGOZNIäKA CESTA 2;2250 PTUJ;2250;2250 ROGOZNIäKA CESTA 2;15.87639019;46.41965809
7495;Oä OLGE MEGLI»;PREäERNOVA ULICA 31;2250 PTUJ;2250;2250 PREäERNOVA ULICA 31;15.86681891;46.41989315
7496;JVVVZ Oä IN VRTEC SV. TROJICA;MEZNARI»EVA ULICA 1;2235 SVETA TROJICA V SLOVENS;2235;2235 MEZNARI»EVA ULICA 1;15.87570636;46.57548230
7497;POLOLES POHIäTVO, d.o.o. - ostalo;JANéEVSKI VRH 92;2363 PODVELKA;2363;2363 JANéEVSKI VRH 92;15.32315043;46.58176986
7498;POLOLES POHIäTVO, d.o.o. - kovine;JANéEVSKI VRH 92;2363 PODVELKA;2363;2363 JANéEVSKI VRH 92;15.32315043;46.58176986
7500;MERCATOR HURA DISKONT LENDAVA;KRANJ»EVA ULICA 46;9220 LENDAVA;9220;9220 KRANJ»EVA ULICA 46;16.46129905;46.55557036
7501;STEKLARSKI SERVIS KURBUS MARJAN, s.;LOVSKA CESTA 6;2234 BENEDIKT;2234;2234 LOVSKA CESTA 6;15.88966691;46.60973330
7502;Oä VOLI»INA;SPODNJA VOLI»INA 82;2232 VOL»INA;2232;2232 SPODNJA VOLI»INA 82;15.81407393;46.54418856
7503;Oä DESTRNIK - TRNOVSKA VAS;JANEéOVSKI VRH 45;2253 DESTRNIK;2253;2253 JANEéOVSKI VRH 45;15.87586926;46.48929935
7504;Oä FRANCA ROZMANA STANETA MB.;KERSNIKOVA ULICA 10;2000 MARIBOR;2000;2000 KERSNIKOVA ULICA 10;15.65545722;46.56408563
7505;EP - ELEKTRO IN GRADBENE STORITVE,;äRATOVCI 57;9252 RADENCI;9252;9252 äRATOVCI 57;16.02255073;46.64487746
7507;Oä RA»E;GRAJSKI TRG 3;2327 RA»E;2327;2327 GRAJSKI TRG 3;15.67894158;46.45387948
7508;DUäAN REISMAN, s.p.;NOVO NASELJE 5;2215 CERäAK;2215;2215 NOVO NASELJE 5;15.66656775;46.69855886
7509;PREVOZ ZA LASTNE POTREBE - smeti v;INDUSTRIJSKA ULICA 2;2230 LENART V SLOVENSKIH GOR;2230;2230 INDUSTRIJSKA ULICA 2;15.84044615;46.58171234
7510;Oä TONETA »UFARJA MARIBOR;ZRKOVSKA CESTA 67;2000 MARIBOR;2000;2000 ZRKOVSKA CESTA 67;15.67172714;46.55598375
7512;ECOLAB, d.o.o. - interseroh;VAJNGERLOVA ULICA 4;2000 MARIBOR;2000;2000 VAJNGERLOVA ULICA 4;15.61187208;46.55784106
7513;LECOT, d.o.o. - interseroh;PERHAV»EVA ULICA 21;2000 MARIBOR;2000;2000 PERHAV»EVA ULICA 21;15.66616187;46.52333062
7514;KOMUNALA ORMOé, d.o.o. - mko;HARDEK 21C;2270 ORMOé;2270;2270 HARDEK 21C;16.15785248;46.41355060
7515;JAGROS, d.o.o. - kovine;LAäE 1B;3241 PODPLAT;3241;3241 LAäE 1B;15.56530001;46.23050507
7516;HOPA, d.o.o.;RUPLOVA ULICA 15;2000 MARIBOR;2000;2000 RUPLOVA ULICA 15;15.63556946;46.53883597
7517;KLET BISTRICA, d.o.o. - interseroh;VINARSKA ULICA 3;2310 SLOVENSKA BISTRICA;2310;2310 VINARSKA ULICA 3;15.57731735;46.39533752
7518;MAGDI», d.o.o. - ostalo;SOBOäKA CESTA 20;9240 LJUTOMER;9240;9240 SOBOäKA CESTA 20;16.19766324;46.53826210
7520;PREVOZ ZA LASTNE POTREBE - smeti iz;INDUSTRIJSKA ULICA 2;2230 LENART V SLOVENSKIH GOR;2230;2230 INDUSTRIJSKA ULICA 2;15.84044615;46.58171234
7521;SM STROJKOPLAST, d.o.o. - kovine;MELJSKA CESTA 47;2000 MARIBOR;2000;2000 MELJSKA CESTA 47;15.66499301;46.56094450
7523;SWATYCOMET, d.o.o. - slopak;TITOVA CESTA 60;2000 MARIBOR;2000;2000 TITOVA CESTA 60;15.64827436;46.54370376
7524;PROFINAL L&M, d.o.o.;POT NA KAMENäAK 16;2230 LENART V SLOVENSKIH GOR;2230;2230 POT NA KAMENäAK 16;15.83108257;46.57096667
7525;PROFINAL L&M, d.o.o. - kovine;POT NA KAMENäAK 16;2230 LENART V SLOVENSKIH GOR;2230;2230 POT NA KAMENäAK 16;15.83108257;46.57096667
7527;SNAGA MB., d.o.o. - kovine;NASIPNA ULICA 64;2000 MARIBOR;2000;2000 NASIPNA ULICA 64;15.65602874;46.54877865
7528;AGRO STYRIA, d.o.o. - slopak;PESNICA PRI MARIBORU 48;2211 PESNICA PRI MARIBORU;2211;2211 PESNICA PRI MARIBORU 48;15.67580548;46.61117327
7529;PREVOZ ZA LASTNE POTREBE - mko na d;INDUSTRIJSKA ULICA 2;2230 LENART V SLOVENSKIH GOR;2230;2230 INDUSTRIJSKA ULICA 2;15.84044615;46.58171234
7530;JOéE SPEVAN s.p. - ostalo;MARIBORSKA CESTA 10;2230 LENART V SLOVENSKIH GOR;2230;2230 MARIBORSKA CESTA 10;15.82542420;46.57462449
7531;MINI TEHNO, d.o.o. - kovine;SLATENIK 9B;2222 JAKOBSKI DOL;2222;2222 SLATENIK 9B;15.73769244;46.61728558
7532;PRLEäKI AVTO DOM, d.o.o. - PE LENA;KRAIGHERJEVA 13;2230 LENART V SLOVENSKIH GOR;2230;2230 KRAIGHERJEVA 13;15.83363596;46.57837947
7534;Oä ANTONA INGOLI»A;SPODNJA POLSKAVA 240;2331 PRAGERSKO;2331;2331 SPODNJA POLSKAVA 240;15.63630456;46.41338663
7535;DURS DRAVOGRAD;MARIBORSKA CESTA 3;2370 DRAVOGRAD;2370;2370 MARIBORSKA CESTA 3;15.02705237;46.59008219
7536;JSC, d.o.o.;KOSMA»EVA ULICA 30;6320 PORTOROé;6320;6320 KOSMA»EVA ULICA 30;13.60517735;45.50961959
7537;CEROD, d.o.o. VRA»ILO (PO OBDELAVI;KETTEJEV DREVORED 3;8000 NOVO MESTO;8000;8000 KETTEJEV DREVORED 3;15.16298360;45.80607579
7538;ANDREJ ROPI» - kovine;VOSEK 34;2231 PERNICA;2231;2231 VOSEK 34;15.71613022;46.59908746
7540;GTP KRAMBERGER, d.o.o.;SPODNJI POR»I» 18;2230 LENART V SLOVENSKIH GOR;2230;2230 SPODNJI POR»I» 18;15.85278012;46.59355066
7541;SEAL-MART, d.o.o.;TRéAäKA CESTA 23;2000 MARIBOR;2000;2000 TRéAäKA CESTA 23;15.64739957;46.53485577
7542;HEINZ BUHNEN, d.o.o.;INDUSTRIJSKA CESTA 1;2234 BENEDIKT;2234;2234 INDUSTRIJSKA CESTA 1;15.89338014;46.60848972
7543;KLEPARSTVO TISAJ, d.o.o. - kovine;ULICA HEROJA äARANOVI»A 32;2000 MARIBOR;2000;2000 ULICA HEROJA äARANOVI»A 32;15.66867294;46.55790903
7544;TEKS-METAL, d.o.o.;ULICA GOCETA DEL»EVA 19;2000 MARIBOR;2000;2000 ULICA GOCETA DEL»EVA 19;15.67196527;46.55204171
7545;TEKS-METAL, d.o.o. - kovine;ULICA GOCETA DEL»EVA 19;2000 MARIBOR;2000;2000 ULICA GOCETA DEL»EVA 19;15.67196527;46.55204171
7546;NARAVNI PARK TERME 3000 MORAVSKE TO;KRANJ»EVA 12;9226 MORAVSKE TOPLICE;9226;9226 KRANJ»EVA 12;16.21914586;46.68388302
7547;PAF EXPORT-IMPORT d.o.o.;INDUSTRIJSKA ULICA 20;2230 LENART V SLOVENSKIH GOR;2230;2230 INDUSTRIJSKA ULICA 20;15.84233907;46.58345277
7548;KOMUNALA TRéI» d.o.o. - mko;MLAKA 6;4290 TRéI»;4290;4290 MLAKA 6;14.29495640;46.34989954
7549;ECOTIP, d.o.o. - ostalo;TOVARNIäKA CESTA 4;3210 SLOVENSKE KONJICE;3210;3210 TOVARNIäKA CESTA 4;15.42800741;46.33550837
7550;ECOTIP, d.o.o. - kovine;TOVARNIäKA CESTA 4;3210 SLOVENSKE KONJICE;3210;3210 TOVARNIäKA CESTA 4;15.42800741;46.33550837
7551;POGREBNO PODJETJE MARIBOR, d.d.;CESTA XIV. DIVIZIJE 39A;2000 MARIBOR;2000;2000 CESTA XIV. DIVIZIJE 39A;15.66614551;46.55069932
7552;KOMUNALA SLOVENSKE GORICE, d.o.o. -;INDUSTRIJSKA ULICA 28;2230 LENART V SLOVENSKIH GOR;2230;2230 INDUSTRIJSKA ULICA 28;15.84370748;46.58334369
7553;KOMUNALA SLOVENSKE GORICE, d.o.o. -;INDUSTRIJSKA ULICA 28;2230 LENART V SLOVENSKIH GOR;2230;2230 INDUSTRIJSKA ULICA 28;15.84370748;46.58334369
7554;Oä HAJDINA;SPODNJA HAJDINA 24;2288 HAJDINA;2288;2288 SPODNJA HAJDINA 24;15.83457896;46.41634576
7555;TOGO, d.o.o. - PE POLJ»ANE;BISTRIäKA CESTA 85;2319 POLJ»ANE;2319;2319 BISTRIäKA CESTA 85;15.57818259;46.31003074
7556;Oä BREG;ROGAäKA CESTA 6;2250 PTUJ;2250;2250 ROGAäKA CESTA 6;15.86192774;46.41415406
7557;MIRAN TOPOLOVEC, s.p.;PODGRAD 29A;9250 GORNJA RADGONA;9250;9250 PODGRAD 29A;15.96545191;46.67866259
7558;DVOJEZI»NA Oä GENTEROVCI;äOLSKA ULICA 2;9223 DOBROVNIK V PRE;9223;9223 äOLSKA ULICA 2;16.40491308;46.61690851
7559;Oä BORISA KIDRI»A KIDRI»EVO;KAJUHOVA ULICA 10;2325 KIDRI»EVO;2325;2325 KAJUHOVA ULICA 10;15.79446070;46.40745514
7561;KOCET d.o.o.;KRANJ»EVA ULICA 61;9220 LENDAVA;9220;9220 KRANJ»EVA ULICA 61;16.46195531;46.55620974
7562;A-TEZA d.o.o.;BELORUSKA ULICA 7;2000 MARIBOR;2000;2000 BELORUSKA ULICA 7;15.65029411;46.53923879
7564;CESTNO PODJETJE MURSKA SOBOTA, d.d.;LIPOVCI 256B;9231 BELTINCI;9231;9231 LIPOVCI 256B;16.21215962;46.62410163
7565;PREVENT-HALOG. d.o.o.- ostalo;KIDRI»EVA CESTA 14;2230 LENART V SLOVENSKIH GOR;2230;2230 KIDRI»EVA CESTA 14;15.70027390;46.48498814
7566;SNAGA MB., d.o.o. - biolo≈°ki odpad;NASIPNA ULICA 64;2000 MARIBOR;2000;2000 NASIPNA ULICA 64;15.65602874;46.54877865
7567;FRANC KOCMUT s.p.;COGETINCI 63;2236 CERKVENJAK;2236;2236 COGETINCI 63;15.96546912;46.57554104
7570;PETOVAR BRANKO s.p.;GRADIäKA CESTA 4B;2230 LENART V SLOVENSKIH GOR;2230;2230 GRADIäKA CESTA 4B;15.84007374;46.58125624
7571;KZ LENART  z.o.o. - slopak;INDUSTRIJSKA ULICA 24;2230 LENART V SLOVENSKIH GOR;2230;2230 INDUSTRIJSKA ULICA 24;15.84317651;46.58276282
7572;SOM, d.o.o.;MARIBORSKA CESTA 60;2235 SVETA TROJICA V SLOVENS;2235;2235 MARIBORSKA CESTA 60;15.86846544;46.56651376
7573;GORENJE GTI d.o.o.- ostalo;LIMBUäKA CESTA 2;2341 LIMBUä;2341;2341 LIMBUäKA CESTA 2;15.59767196;46.55931089
7574;GOSTIä»E SIVA »APLJA - JANKO TRI;TRNOVSKA VAS 44;2254 TRNOVSKA VAS;2254;2254 TRNOVSKA VAS 44;15.88711544;46.51995517
7575;SREDNJA äOLA ZA GOSTINSTVO IN TURI;MLADINSKA ULICA 14a;2000 MARIBOR;2000;2000 MLADINSKA ULICA 14A;15.64549496;46.56326975
7576;KOMUNALA SLOVENSKE KONJICE, d.o.o.;CELJSKA CESTA 3;3210 SLOVENSKE KONJICE;3210;3210 CELJSKA CESTA 3;15.42251181;46.33873191
7577;MP PTUJ, d.o.o. - ostalo;DORNAVSKA CESTA 7b;2250 PTUJ;2250;2250 DORNAVSKA CESTA 7B;15.89477834;46.42635317
7579;SADJARSKI CENTER MARIBOR;GA»NIK 77;2211 PESNICA PRI MARIBORU;2211;2211 GA»NIK 77;15.69043342;46.61369474
7580;NORKA d.o.o.- ostalo;INDUSTRIJSKA ULICA 8;2230 LENART V SLOVENSKIH GOR;2230;2230 INDUSTRIJSKA ULICA 8;15.84173164;46.58467182
7581;AVTOVLEKA FRANC KUMIN s.p.;GORI»KA ULICA 19;9000 MURSKA SOBOTA;9000;9000 GORI»KA ULICA 19;16.13618497;46.66643916
7583;SENEKOVI» DUäICA, s.p.;éITENCE 23;2223 JUROVSKI DOL;2223;2223 éITENCE 23;15.79135771;46.64334056
7584;STILDOM, d.o.o.;JUR»I»EVA ULICA 11;2230 LENART V SLOVENSKIH GOR;2230;2230 JUR»I»EVA ULICA 11;15.82681011;46.57567608
7585;AGROCENTER LENART, d.o.o.;KRAIGHERJEVA ULICA 19A;2230 LENART V SLOVENSKIH GOR;2230;2230 KRAIGHERJEVA ULICA 19A;15.83388406;46.57924135
7586;CENTER ZA SOCIALNO DELO LENART;ILAUNIGOVA ULICA 19;2230 LENART V SLOVENSKIH GOR;2230;2230 ILAUNIGOVA ULICA 19;15.82784974;46.57711704
7587;Oä MARKOVCI;MARKOVCI 33D;2281 MARKOVCI;2281;2281 MARKOVCI 33D;15.93230383;46.39520155
7588;AB PRODUKT TRGOVINA;LJUTOMERSKA CESTA 29C;9250 GORNJA RADGONA;9250;9250 LJUTOMERSKA CESTA 29C;16.01041257;46.66366283
7589;PREVENT GLOBAL, d.d. - v steéçaju;KIDRI»EVA ULICA 6;2380 SLOVENJ GRADEC;2380;2380 KIDRI»EVA ULICA 6;15.07900880;46.51356594
7590;PPS - PTUJSKE PEKARNE IN SLAä»I»;ROGOZNIäKA CESTA 2;2250 PTUJ;2250;2250 ROGOZNIäKA CESTA 2;15.87639019;46.41965809
7591;DRUäTVO ZA VARSTVO IN PROTI MU»EN;AVTOMOBILSKA ULICA 25;2000 MARIBOR;2000;2000 AVTOMOBILSKA ULICA 25;15.67593850;46.51921548
7593;Oä ANGEL BESEDNJAK;CELJSKA ULICA 11;2000 MARIBOR;2000;2000 CELJSKA ULICA 11;15.64526563;46.54507935
7594;PEEK & CLOPPENBURG, d.o.o.;POBREäKA CESTA 18;2000 MARIBOR;2000;2000 POBREäKA CESTA 18;15.65314417;46.55397741
7595;Oä LJUDSKI VRT;éUPAN»I»EVA ULICA 10;2250 PTUJ;2250;2250 éUPAN»I»EVA ULICA 10;15.87777208;46.42873454
7596;FRANC JEREBIC;LOKAVEC 10;2233 SV. ANA V SLOVENSKIH GO;2233;2233 LOKAVEC 10;15.81129256;46.69392412
7597;DRUäTVO ZA VARSTVO IN PROTI MU»EN;AVTOMOBILSKA ULICA 25;2000 MARIBOR;2000;2000 AVTOMOBILSKA ULICA 25;15.67593850;46.51921548
7598;DRUäTVO ZA VARSTVO IN PROTI MU»EN;AVTOMOBILSKA ULICA 25;2000 MARIBOR;2000;2000 AVTOMOBILSKA ULICA 25;15.67593850;46.51921548
7599;DOMPET, OSTROVERäNIK MIRA, s.p.;SELNIäKA CESTA 30;2342 RUäE;2342;2342 SELNIäKA CESTA 30;15.50409728;46.54188630
7600;GEOPLIN PLINOVODI d.o.o. - kompreso;DRAGONJA VAS 42;2326 CIRKOVCE;2326;2326 DRAGONJA VAS 42;15.74268944;46.40804691
7601;Sé - CD, d.o.o. - proizvodnja Ptuj;OSOJNIKOVA CESTA 6;2250 PTUJ;2250;2250 OSOJNIKOVA CESTA 6;15.87997698;46.42345425
7602;HESSOL, d.o.o. - ostalo;OREäJE 162;2250 PTUJ;2250;2250 OREäJE 162;15.84449258;46.43574254
7603;Oä JURäINCI;JURäINCI 19;2250 PTUJ;2250;2250 JURäINCI 19;15.97228205;46.48600848
7604;SRE»KO JESENEK, s.p.;KOCBEKOVA CESTA 24;3202 LJUBE»NA;3202;3202 KOCBEKOVA CESTA 24;15.31958039;46.26390450
7605;VRTEC KIDRI»EVO;KAJUHOVA ULICA 10A;2325 KIDRI»EVO;2325;2325 KAJUHOVA ULICA 10A;15.79342342;46.40767830
7606;ZAVAROVALNICA MARIBOR d.d. - Lenart;CANKARJEVA ULICA 3;2000 MARIBOR;2000;2000 CANKARJEVA ULICA 3;15.65285277;46.56119458
7607;CENTER ZA SOCIALNO DELO RAVNE NA KO;GOZDARSKA POT 17;2390 RAVNE NA KOROäKEM;2390;2390 GOZDARSKA POT 17;14.96170526;46.53885206
7608;KOMUNALA LJUTOMER d.o.o. - interser;ULICA RADA PUäENJAKA 9;9240 LJUTOMER;9240;9240 ULICA RADA PUäENJAKA 9;16.18480792;46.52629529
7609;ENT, d.o.o. - ostalo;RADVANJSKA CESTA 29A;2000 MARIBOR;2000;2000 RADVANJSKA CESTA 29A;15.63530471;46.54629587
7612;DELO PRODAJA, d.d. - tiskarna LEYKA;MIKLAVäKA CESTA 61;2000 MARIBOR;2000;2000 MIKLAVäKA CESTA 61;15.65848415;46.49961426
8012;KOVINAR d.o.o. - kovine;DRENIKOVA ULICA 33;1000 LJUBLJANA;1000;1000 DRENIKOVA ULICA 33;14.49361688;46.06696314
